TARGET,AMOUNT GRANTED,LOAN OUTSTANDING,CYCLE,AGE,GENDER,DEPENDANTS,HOME YEARS,BUS YEARS,CASHFLOW,COLLATERAL,CF TO LOAN,MOP_PDC,MOP_WALK-IN,MARITAL STATUS,COLL TO LOAN
1.0,120000.0,82953.3,5.0,48.0,0,3.0,7.0,4.0,268194.27,117500.0,2.23,0,1,1,0.9791666666666666
1.0,100000.0,56953.79,2.0,51.0,0,2.0,13.0,4.0,301595.27,130000.0,3.02,0,1,1,1.3
1.0,150000.0,127270.62,1.0,26.0,0,2.0,26.0,4.0,617209.38,473833.33,4.11,1,0,1,3.1588888666666666
1.0,20334.07,20334.07,3.0,31.0,0,1.0,30.0,13.0,406171.5,580000.0,19.97,0,1,1,28.523556769500647
0.0,99958.2,95794.84,3.0,40.0,1,3.0,35.0,12.0,341586.53,86000.0,3.42,1,0,0,0.860359630325476
1.0,150000.0,77820.87,3.0,34.0,1,0.0,2.0,7.0,332438.36,85000.0,2.22,1,0,1,0.5666666666666667
1.0,50000.0,43682.21,2.0,45.0,0,3.0,25.0,25.0,69994.61,70325.0,1.4,0,0,0,1.4065
0.0,30000.0,19236.53,1.0,50.0,0,2.0,17.0,17.0,63540.82,70325.0,2.12,0,0,1,2.3441666666666667
0.0,45000.0,28956.49,2.0,54.0,0,2.0,54.0,20.0,69276.48,70325.0,1.54,0,0,1,1.5627777777777778
0.0,60000.0,26486.05,2.0,55.0,0,0.0,54.0,20.0,166789.57,70325.0,2.78,0,0,1,1.1720833333333334
1.0,30000.0,19688.86,1.0,29.0,0,1.0,15.0,5.0,59925.3,11733.33,2.0,0,0,0,0.391111
0.0,50000.0,14751.56,2.0,41.0,0,2.0,15.0,20.0,128105.09,70325.0,2.56,0,0,0,1.4065
1.0,50000.0,6532.67,2.0,49.0,0,3.0,16.0,16.0,125176.15,70325.0,2.5,0,0,1,1.4065
0.0,30000.0,2947.38,1.0,48.0,1,1.0,48.0,10.0,55795.02,70325.0,1.86,0,0,1,2.3441666666666667
0.0,30000.0,17603.88,1.0,35.0,0,2.0,24.0,5.0,85025.0,70325.0,2.83,0,0,1,2.3441666666666667
1.0,50000.0,31297.61,2.0,26.0,0,0.0,6.0,7.0,50303.76,70325.0,1.01,0,0,0,1.4065
1.0,40000.0,21414.68,2.0,55.0,0,2.0,20.0,20.0,133063.26,70325.0,3.33,0,0,1,1.758125
1.0,45000.0,32507.79,2.0,43.0,1,1.0,4.0,3.0,124827.9,10266.67,2.77,0,0,0,0.22814822222222222
0.0,25000.0,13780.72,1.0,44.0,0,3.0,18.0,10.0,53080.06,70325.0,2.12,0,0,1,2.813
0.0,30000.0,10642.81,1.0,35.0,0,0.0,35.0,10.0,61141.41,70325.0,2.04,0,0,0,2.3441666666666667
0.0,100000.0,25121.36,1.0,52.0,0,5.0,1.0,6.0,117358.81,70325.0,1.17,0,0,1,0.70325
0.0,30000.0,5402.44,1.0,42.0,0,2.0,23.0,5.0,40393.9,70325.0,1.35,0,0,0,2.3441666666666667
0.0,30000.0,1120.0,1.0,52.0,0,2.0,24.0,24.0,55825.55,75000.0,1.86,0,0,0,2.5
0.0,45000.0,24104.6,2.0,43.0,0,3.0,43.0,24.0,144436.54,70325.0,3.21,0,0,0,1.5627777777777778
0.0,150000.0,28303.66,1.0,54.0,0,1.0,54.0,15.0,196818.59,70325.0,1.31,0,0,0,0.4688333333333333
0.0,45000.0,35469.29,2.0,39.0,0,1.0,3.0,12.0,91846.69,70325.0,2.04,0,0,1,1.5627777777777778
0.0,30000.0,14023.75,1.0,33.0,0,2.0,13.0,7.0,50413.17,70325.0,1.68,0,0,0,2.3441666666666667
1.0,90000.0,63040.55,2.0,42.0,0,1.0,6.0,13.0,194134.64,70325.0,2.16,0,0,0,0.7813888888888889
0.0,80000.0,29140.07,1.0,60.0,0,3.0,4.0,4.0,117623.28,591200.0,1.47,0,0,1,7.39
0.0,30000.0,17315.93,1.0,46.0,0,2.0,19.0,2.0,37117.82,70325.0,1.24,0,0,1,2.3441666666666667
0.0,40000.0,16123.87,1.0,45.0,0,2.0,13.0,13.0,100279.39,70325.0,2.51,0,0,0,1.758125
0.0,30000.0,5904.82,1.0,28.0,1,0.0,15.0,12.0,50145.07,70325.0,1.67,0,0,0,2.3441666666666667
0.0,40000.0,22096.33,2.0,60.0,0,0.0,60.0,4.0,144504.24,70325.0,3.61,0,0,0,1.758125
1.0,50000.0,36119.83,1.0,45.0,1,1.0,3.0,3.0,91384.99,51000.0,1.83,0,0,0,1.02
0.0,30000.0,6929.8,1.0,42.0,0,5.0,20.0,20.0,126946.42,70325.0,4.23,0,0,0,2.3441666666666667
1.0,100000.0,21112.75,1.0,48.0,0,4.0,20.0,20.0,354324.98,105000.0,3.54,0,0,1,1.05
1.0,100000.0,54435.27,2.0,47.0,0,4.0,7.0,12.0,174956.36,70325.0,1.75,0,0,0,0.70325
1.0,100000.0,61922.31,2.0,43.0,0,3.0,11.0,3.0,153047.17,70325.0,1.53,0,0,1,0.70325
1.0,75000.0,22833.19,1.0,35.0,1,2.0,15.0,1.6,104824.94,70325.0,1.4,0,0,1,0.9376666666666666
0.0,150000.0,51540.94,1.0,49.0,0,0.0,14.0,3.0,379779.22,103200.0,2.53,0,0,1,0.688
1.0,30000.0,11523.4,1.0,35.0,0,0.0,34.0,12.0,72077.61,70325.0,2.4,0,0,1,2.3441666666666667
1.0,40000.0,32088.22,1.0,47.0,0,1.0,13.0,16.0,62599.02,58000.0,1.56,0,0,0,1.45
0.0,30000.0,25624.38,1.0,43.0,0,2.0,42.0,4.0,99729.55,51200.0,3.32,0,0,1,1.7066666666666668
0.0,50000.0,29209.4,2.0,50.0,0,2.0,50.0,20.0,80070.58,70325.0,1.6,0,0,1,1.4065
1.0,30000.0,30000.0,1.0,39.0,0,2.0,7.0,6.0,30322.08,70325.0,1.01,0,0,1,2.3441666666666667
1.0,75000.0,66055.76,2.0,28.0,0,2.0,17.0,2.0,356974.94,200000.0,4.76,0,0,1,2.6666666666666665
1.0,30000.0,10818.06,1.0,46.0,0,3.0,22.0,6.0,78033.73,70325.0,2.6,0,0,1,2.3441666666666667
1.0,50000.0,46136.48,3.0,43.0,0,2.0,43.0,2.0,148797.93,70325.0,2.98,0,0,0,1.4065
0.0,150000.0,103991.97,2.0,34.0,0,2.0,34.0,6.0,343606.4,89250.0,2.29,0,0,0,0.595
0.0,30000.0,6737.49,1.0,38.0,1,0.0,38.0,11.0,171112.56,40000.0,5.7,0,0,0,1.3333333333333333
1.0,100000.0,100000.0,2.0,45.0,1,5.0,8.0,11.0,500107.61,70325.0,5.0,0,0,0,0.70325
1.0,30000.0,22233.03,1.0,45.0,0,3.0,15.0,20.0,96985.74,70325.0,3.23,0,0,1,2.3441666666666667
0.0,30000.0,13247.98,1.0,38.0,0,4.0,38.0,4.0,59304.3,70325.0,1.98,0,0,1,2.3441666666666667
1.0,50000.0,27670.72,1.0,55.0,0,3.0,1.0,9.0,101748.95,70325.0,2.03,0,0,1,1.4065
0.0,40000.0,24343.52,2.0,47.0,0,1.0,47.0,13.0,55802.6,70325.0,1.4,0,0,0,1.758125
1.0,60000.0,31755.34,1.0,58.0,0,3.0,20.0,43.0,153145.42,95000.0,2.55,0,0,0,1.5833333333333333
1.0,30000.0,10104.29,1.0,46.0,1,1.0,12.0,17.0,72588.24,70325.0,2.42,0,0,0,2.3441666666666667
1.0,40000.0,40000.0,1.0,53.0,1,6.0,20.0,16.0,142141.15,25000.0,3.55,0,0,1,0.625
1.0,30000.0,30000.0,1.0,40.0,0,5.0,12.0,12.0,30215.34,70325.0,1.01,0,0,1,2.3441666666666667
0.0,30000.0,971.03,1.0,60.0,0,0.0,60.0,4.0,170574.13,20000.0,5.69,0,0,1,0.6666666666666666
0.0,50000.0,37223.66,2.0,47.0,0,1.0,5.0,5.0,117606.06,70325.0,2.35,0,0,1,1.4065
1.0,30000.0,30000.0,1.0,39.0,0,3.0,7.0,15.0,34054.01,70325.0,1.14,0,0,0,2.3441666666666667
0.0,50000.0,27465.33,2.0,58.0,0,4.0,58.0,11.0,378808.14,70325.0,7.58,0,0,0,1.4065
0.0,25000.0,12879.55,1.0,60.0,0,2.0,4.0,2.0,87245.83,54400.0,3.49,0,0,1,2.176
0.0,150000.0,117076.53,1.0,39.0,0,0.0,31.0,26.0,343140.53,122000.0,2.29,0,0,0,0.8133333333333334
1.0,100000.0,56191.71,2.0,41.0,0,3.0,40.0,15.0,184830.38,46500.0,1.85,0,0,1,0.465
0.0,100000.0,23911.21,1.0,58.0,0,1.0,28.0,27.0,361227.95,1024000.0,3.61,0,0,1,10.24
0.0,50000.0,30314.3,1.0,58.0,1,3.0,58.0,15.0,83889.9,70325.0,1.68,0,0,1,1.4065
0.0,25000.0,13052.15,1.0,54.0,0,4.0,27.0,5.0,64512.51,70325.0,2.58,0,0,1,2.813
0.0,45000.0,23331.27,2.0,44.0,0,3.0,25.0,3.0,57309.82,70325.0,1.27,0,0,1,1.5627777777777778
0.0,30000.0,16391.19,1.0,37.0,0,4.0,6.0,12.0,52578.82,70325.0,1.75,0,0,1,2.3441666666666667
0.0,30000.0,26422.4,1.0,36.0,1,2.0,7.0,2.0,51666.36,50000.0,1.72,0,0,0,1.6666666666666667
0.0,30000.0,7887.47,1.0,58.0,1,2.0,39.0,4.0,85489.06,70325.0,2.85,0,0,1,2.3441666666666667
0.0,60000.0,15424.84,4.0,25.0,0,0.0,15.0,3.0,100896.29,50000.0,1.68,0,1,1,0.8333333333333334
0.0,120000.0,4755.23,2.0,40.0,1,1.0,3.0,3.0,229408.29,38500.0,1.91,1,0,1,0.32083333333333336
0.0,21262.7,9204.9,1.0,33.0,0,1.0,3.0,3.0,153047.17,70325.0,2.2409820585457982,0,1,0,3.3074350858545714
0.0,44666.81,38477.91,1.0,37.0,1,2.0,35.0,24.0,154975.41,40733.33,3.47,1,0,0,0.9119372975146424
0.0,80000.0,8939.35,1.0,32.0,1,1.0,4.0,4.0,199272.41,200000.0,2.49,1,0,1,2.5
0.0,40000.0,10170.1,1.0,53.0,1,1.0,6.0,7.0,74483.68,93000.0,1.86,0,1,0,2.325
0.0,30000.0,3591.81,1.0,34.0,0,4.0,3.0,3.0,153047.17,70325.0,2.2409820585457982,0,1,0,2.3441666666666667
0.0,180438.73,145208.51,10.0,38.0,0,3.0,17.0,16.0,953929.85,200000.0,5.29,0,1,1,1.1084094861452416
0.0,70000.0,17399.57,1.0,52.0,1,5.0,6.0,22.0,181900.4,122500.0,2.6,0,1,0,1.75
0.0,50168.23,12166.88,4.0,52.0,1,0.0,3.0,8.0,153047.17,109392.84,2.2409820585457982,1,0,0,2.1805202216621953
0.0,40000.0,25423.07,1.0,35.0,0,2.0,3.0,3.0,153047.17,70325.0,2.2409820585457982,0,1,0,1.758125
0.0,30000.0,92.16,1.0,50.0,1,5.0,29.0,4.0,32320.07,70325.0,1.08,0,1,1,2.3441666666666667
0.0,50000.0,5835.95,1.0,52.0,0,4.0,20.0,20.0,61813.75,70325.0,1.24,0,1,1,1.4065
0.0,50000.0,44530.44,1.0,44.0,0,1.0,3.0,3.0,92802.38,67810.0,1.86,0,1,0,1.3562
0.0,100000.0,67578.69,1.0,54.0,1,3.0,10.0,4.0,159455.52,70325.0,1.59,1,0,0,0.70325
0.0,100000.0,1147.9,1.0,36.0,0,2.0,3.0,3.0,153047.17,70325.0,2.2409820585457982,0,1,1,0.70325
0.0,30000.0,13023.76,1.0,31.0,1,1.0,20.0,10.0,62965.51,70325.0,2.1,0,1,1,2.3441666666666667
0.0,40000.0,10390.82,1.0,39.0,0,1.0,8.0,7.0,48255.48,70325.0,1.21,0,1,1,1.758125
0.0,200000.0,30209.03,6.0,57.0,1,1.0,14.0,14.0,553308.68,200000.0,2.77,0,1,0,1.0
0.0,50000.0,25568.83,1.0,37.0,0,3.0,3.0,3.0,153047.17,70325.0,2.2409820585457982,0,1,1,1.4065
0.0,30000.0,7536.8,1.0,31.0,0,1.0,28.0,3.0,40388.4,40000.0,1.35,0,1,0,1.3333333333333333
0.0,42292.82,8126.48,2.0,54.0,0,5.0,12.0,12.0,212713.3,50000.0,5.03,0,1,0,1.1822337692308056
0.0,19137.93,9768.02,3.0,38.0,0,0.0,3.0,3.0,153047.17,70325.0,2.2409820585457982,0,1,0,3.67463983826882
0.0,50000.0,19153.19,1.0,39.0,0,1.0,5.0,5.0,153047.17,70325.0,2.2409820585457982,0,1,1,1.4065
0.0,20000.0,12944.07,1.0,40.0,0,2.0,5.0,4.0,30159.04,70325.0,1.51,0,1,0,3.51625
0.0,120000.0,100918.44,7.0,42.0,0,3.0,11.0,7.0,247246.7,70000.0,2.06,1,0,1,0.5833333333333334
0.0,35033.7,24131.98,9.0,40.0,0,2.0,5.0,4.0,153047.17,70325.0,2.2409820585457982,0,1,0,2.007352920188276
0.0,35237.8,5557.49,2.0,46.0,0,2.0,14.0,4.0,76608.74,70325.0,2.17,1,0,1,1.9957261804085384
0.0,50000.0,4048.02,9.0,42.0,0,2.0,37.0,3.0,173042.59,287000.0,3.46,1,0,1,5.74
0.0,30000.0,6142.03,5.0,56.0,0,3.0,16.0,6.0,68590.46,70325.0,2.29,0,1,1,2.3441666666666667
0.0,98331.01,86360.28,7.0,60.0,0,2.0,11.0,11.0,444571.71,150000.0,4.52,1,0,0,1.5254597710325564
0.0,163617.33,93779.7,5.0,26.0,0,3.0,6.0,5.0,0.0,70325.0,2.2409820585457982,0,1,0,0.42981388340709387
0.0,37881.24,33640.44,5.0,26.0,0,5.0,6.0,8.0,153047.17,70325.0,2.2409820585457982,0,1,0,1.8564598202170786
0.0,300000.0,72768.46,9.0,50.0,1,1.0,10.0,6.0,153047.17,70325.0,2.2409820585457982,1,0,1,0.23441666666666666
0.0,15206.54,8050.86,9.0,50.0,0,1.0,10.0,5.0,153047.17,70325.0,2.2409820585457982,0,1,1,4.624654918212821
0.0,23245.48,2056.28,2.0,50.0,0,1.0,15.0,8.0,153047.17,70325.0,2.2409820585457982,0,1,1,3.0253193308978776
0.0,53762.64,25531.14,3.0,50.0,0,2.0,15.0,8.0,153047.17,70325.0,2.2409820585457982,0,1,1,1.3080644849285674
0.0,30000.0,6781.95,1.0,29.0,0,1.0,16.0,9.0,153047.17,70325.0,2.2409820585457982,0,1,1,2.3441666666666667
0.0,19887.77,6123.52,1.0,29.0,0,2.0,12.0,4.0,153047.17,70325.0,2.2409820585457982,0,1,1,3.536092784661126
0.0,30000.0,17266.25,1.0,39.0,1,2.0,12.0,5.0,153047.17,70325.0,2.2409820585457982,0,1,1,2.3441666666666667
0.0,30000.0,20364.64,1.0,46.0,0,1.0,29.0,22.0,59270.45,70325.0,1.98,0,1,0,2.3441666666666667
0.0,45272.05,39358.41,1.0,39.0,0,2.0,12.0,6.0,153047.17,70325.0,2.2409820585457982,0,1,1,1.5533866922306367
0.0,90000.0,60009.99,2.0,50.0,0,2.0,14.0,8.0,153047.17,70325.0,2.2409820585457982,0,1,1,0.7813888888888889
0.0,130308.95,100070.92,3.0,50.0,1,2.0,11.0,9.0,153047.17,70325.0,2.2409820585457982,0,1,1,0.5396789706309505
0.0,23364.75,12997.09,12.0,51.0,0,3.0,0.4,18.0,166828.01,350000.0,7.14,0,1,1,14.979830727912775
0.0,150000.0,29658.92,1.0,45.0,0,3.0,45.0,12.0,595406.36,70325.0,3.97,1,0,1,0.4688333333333333
0.0,40000.0,8364.61,1.0,45.0,0,3.0,20.0,8.0,153047.17,70325.0,2.2409820585457982,0,1,1,1.758125
0.0,50000.0,15496.41,14.0,42.0,0,5.0,10.0,10.0,147031.16,35000.0,2.94,0,1,1,0.7
0.0,140000.0,12027.42,6.0,52.0,0,3.0,27.0,20.0,153047.17,70325.0,2.2409820585457982,1,0,0,0.5023214285714286
0.0,30000.0,12206.35,1.0,26.0,1,1.0,20.0,2.0,151362.87,25000.0,5.05,0,1,0,0.8333333333333334
0.0,50000.0,4977.79,8.0,48.0,0,2.0,15.0,6.0,98703.13,70325.0,1.97,0,1,1,1.4065
0.0,150172.31,142280.49,10.0,47.0,0,4.0,21.0,21.0,549596.12,144000.0,3.66,0,1,1,0.9588984813511892
0.0,15245.28,12014.43,6.0,38.0,1,0.0,35.0,5.0,61457.16,20000.0,4.03,0,1,0,1.3118814478973164
0.0,93146.24,58128.2,3.0,43.0,1,2.0,11.0,10.0,396899.14,500000.0,4.26,1,0,1,5.367903202533993
0.0,50000.0,19202.06,2.0,44.0,1,3.0,40.0,3.0,70015.2,70325.0,1.4,0,1,0,1.4065
0.0,30000.0,507.91,2.0,39.0,0,2.0,12.0,10.0,153047.17,70325.0,2.2409820585457982,0,1,0,2.3441666666666667
0.0,30248.61,29235.0,1.0,42.0,0,5.0,39.0,9.0,155161.87,70325.0,5.13,0,1,1,2.3249002185554972
0.0,100000.0,76158.55,1.0,44.0,0,2.0,3.0,8.0,128387.04,100000.0,1.28,1,0,1,1.0
0.0,49065.32,41464.3,1.0,29.0,0,0.0,11.0,10.0,153047.17,70325.0,2.2409820585457982,0,1,0,1.4332934137594537
0.0,21262.55,8561.63,2.0,29.0,1,1.0,9.0,11.0,153047.17,70325.0,2.2409820585457982,0,1,0,3.3074584186750884
0.0,39250.31,24711.94,2.0,30.0,0,1.0,2.0,10.0,153047.17,70325.0,2.2409820585457982,0,1,0,1.7917055941723774
0.0,42423.62,34549.93,2.0,31.0,0,0.0,2.0,10.0,153047.17,70325.0,2.2409820585457982,0,1,0,1.6576850348932974
0.0,150000.0,20149.97,1.0,39.0,1,0.0,3.0,3.0,153047.17,70325.0,2.2409820585457982,0,1,0,0.4688333333333333
0.0,240645.25,110890.74,4.0,31.0,0,0.0,5.0,5.0,387691.19,100000.0,1.61,1,0,1,0.4155494446701109
0.0,100000.0,28430.26,2.0,52.0,0,3.0,12.0,5.0,754034.2,35000.0,7.54,1,0,1,0.35
0.0,77552.33,56130.32,1.0,43.0,1,2.0,43.0,12.0,303243.03,589966.63,3.91,1,0,1,7.607335975592223
0.0,50000.0,12482.84,6.0,45.0,0,0.0,3.0,4.0,153047.17,70325.0,2.2409820585457982,0,1,0,1.4065
0.0,62544.14,61048.84,1.0,40.0,0,0.0,3.0,5.0,153047.17,70325.0,2.2409820585457982,0,1,0,1.1244058995774824
0.0,55243.15,24853.52,2.0,39.0,1,1.0,4.0,9.0,153047.17,70325.0,2.2409820585457982,0,1,1,1.2730085087472383
0.0,40000.0,31773.92,4.0,45.0,0,2.0,4.0,6.0,153047.17,70325.0,2.2409820585457982,0,1,1,1.758125
0.0,36495.0,27401.69,5.0,45.0,0,3.0,5.0,7.0,153047.17,70325.0,2.2409820585457982,0,1,1,1.9269762981230305
0.0,33432.6,21331.32,1.0,45.0,0,1.0,5.0,8.0,153047.17,70325.0,2.2409820585457982,0,1,1,2.103485819230332
0.0,97090.43,78587.24,9.0,50.0,1,4.0,9.0,9.0,153047.17,70325.0,2.2409820585457982,0,1,1,0.7243247351978975
0.0,50000.0,37043.92,1.0,39.0,0,2.0,10.0,10.0,153047.17,70325.0,2.2409820585457982,0,1,0,1.4065
0.0,30000.0,16928.07,2.0,38.0,0,1.0,10.0,11.0,153047.17,70325.0,2.2409820585457982,0,1,0,2.3441666666666667
0.0,95313.03,52758.54,2.0,39.0,1,1.0,19.0,12.0,153047.17,70325.0,2.2409820585457982,0,1,0,0.7378319627442335
0.0,60000.0,7287.4,2.0,40.0,0,1.0,2.0,13.0,153047.17,70325.0,2.2409820585457982,0,1,0,1.1720833333333334
0.0,33941.1,20603.11,1.0,33.0,1,1.0,5.0,4.0,153047.17,70325.0,2.2409820585457982,0,1,0,2.071971739277749
0.0,50000.0,26221.03,1.0,33.0,1,2.0,5.0,12.0,153047.17,70325.0,2.2409820585457982,0,1,0,1.4065
0.0,35970.98,29385.74,2.0,39.0,0,1.0,5.0,3.0,153047.17,70325.0,2.2409820585457982,0,1,0,1.955048208305695
0.0,170000.0,95839.8,2.0,36.0,0,2.0,5.0,3.0,0.0,70325.0,2.2409820585457982,0,1,0,0.4136764705882353
0.0,131004.95,69921.91,5.0,40.0,0,1.0,5.0,3.0,153047.17,70325.0,2.2409820585457982,0,1,0,0.5368117769595729
0.0,50000.0,662.5,2.0,49.0,0,1.0,6.0,4.0,153047.17,70325.0,2.2409820585457982,0,1,0,1.4065
0.0,50000.0,41816.32,1.0,39.0,0,1.0,6.0,3.0,153047.17,70325.0,2.2409820585457982,0,1,0,1.4065
0.0,75677.68,69297.42,2.0,38.0,0,2.0,4.0,4.0,153047.17,70325.0,2.2409820585457982,0,1,0,0.9292700304766215
0.0,50000.0,40629.13,1.0,39.0,0,3.0,2.0,5.0,153047.17,70325.0,2.2409820585457982,0,1,0,1.4065
0.0,17354.89,3840.18,1.0,40.0,0,1.0,3.0,6.0,153047.17,70325.0,2.2409820585457982,0,1,0,4.05217203911981
0.0,8710.43,2533.81,1.0,41.0,0,1.0,4.0,4.0,153047.17,70325.0,2.2409820585457982,0,1,0,8.07365422832168
0.0,160000.0,52250.97,10.0,29.0,0,2.0,5.0,10.0,153047.17,70325.0,2.2409820585457982,0,1,0,0.43953125
0.0,100000.0,64283.41,10.0,28.0,1,2.0,2.0,2.0,153047.17,70325.0,2.2409820585457982,0,1,0,0.70325
0.0,72763.78,47756.79,4.0,47.0,0,2.0,3.0,3.0,153047.17,70325.0,2.2409820585457982,0,1,0,0.9664835993951936
0.0,113539.63,37405.14,5.0,52.0,1,2.0,5.0,4.0,153047.17,70325.0,2.2409820585457982,0,1,0,0.619387257118946
0.0,50000.0,23179.63,1.0,25.0,1,2.0,5.0,5.0,153047.17,70325.0,2.2409820585457982,0,1,0,1.4065
0.0,46835.65,46835.65,1.0,42.0,0,2.0,12.0,7.0,139668.53,100000.0,2.98,0,1,1,2.135125700187784
0.0,21904.3,15380.35,2.0,58.0,0,1.0,13.0,13.0,45649.62,70325.0,2.08,0,1,1,3.210556831307095
0.0,30000.0,10331.8,1.0,29.0,0,2.0,24.0,8.0,49433.35,20000.0,1.65,0,1,0,0.6666666666666666
0.0,124858.87,102001.49,9.0,57.0,0,2.0,31.0,31.0,277342.48,70325.0,2.22,0,1,1,0.5632359158784634
0.0,50000.0,27522.86,2.0,46.0,0,2.0,7.0,7.0,119088.86,70325.0,2.38,0,1,0,1.4065
0.0,60000.0,23900.98,2.0,39.0,1,1.0,6.0,6.0,145572.24,70325.0,2.43,0,1,1,1.1720833333333334
0.0,30000.0,1934.39,3.0,59.0,0,0.0,12.0,12.0,62406.77,70325.0,2.08,0,1,0,2.3441666666666667
0.0,30000.0,4638.33,1.0,46.0,0,2.0,15.0,15.0,51825.56,164350.0,1.73,0,1,0,5.4783333333333335
0.0,28904.46,21944.9,10.0,48.0,1,4.0,13.0,17.0,116152.17,70325.0,4.02,0,1,1,2.433015527707489
0.0,25000.0,16233.31,1.0,28.0,0,2.0,7.0,6.0,25156.73,70325.0,1.01,0,1,1,2.813
0.0,60000.0,19942.92,4.0,50.0,1,1.0,12.0,3.0,74041.67,70325.0,1.23,0,1,1,1.1720833333333334
0.0,50000.0,19582.71,1.0,38.0,0,2.0,12.0,13.0,112891.05,30000.0,2.26,1,0,1,0.6
0.0,35398.44,26439.75,8.0,44.0,0,5.0,15.0,10.0,254000.97,120000.0,7.18,0,1,1,3.389979897419208
0.0,31237.08,28097.0,1.0,34.0,0,3.0,4.0,3.0,63277.23,70325.0,2.03,0,1,1,2.251330790201901
0.0,57802.66,8542.59,2.0,25.0,0,2.0,6.0,2.0,153047.17,70325.0,2.2409820585457982,0,1,0,1.2166395110536434
0.0,40000.0,18719.16,2.0,34.0,0,1.0,5.0,6.0,77377.86,81750.0,1.93,0,1,0,2.04375
0.0,89751.67,77140.03,2.0,31.0,0,0.0,6.0,6.0,426958.32,221666.67,4.76,0,1,1,2.4697776654183707
0.0,20000.0,9189.04,1.0,35.0,0,2.0,10.0,7.0,37587.84,70325.0,1.88,0,1,0,3.51625
0.0,50000.0,8908.62,1.0,53.0,0,3.0,22.0,15.0,68929.19,50000.0,1.38,0,1,0,1.0
0.0,28388.13,18570.13,2.0,34.0,1,3.0,7.0,7.0,124680.99,70325.0,4.39,1,0,1,2.477267787628139
0.0,72952.03,71658.67,9.0,38.0,0,3.0,6.0,10.0,153047.17,70325.0,2.2409820585457982,1,0,0,0.963989624414838
0.0,50831.43,19007.55,1.0,54.0,0,1.0,12.0,24.0,157888.17,200000.0,3.11,0,1,0,3.9345735502621113
0.0,47826.2,42263.99,1.0,53.0,0,1.0,7.0,7.0,196977.29,410500.0,4.12,0,1,0,8.58316153070911
0.0,30000.0,16934.15,2.0,61.0,0,1.0,7.0,5.0,48125.03,70325.0,1.6,0,1,1,2.3441666666666667
0.0,19195.86,14383.0,3.0,50.0,0,1.0,11.0,7.0,39978.6,70325.0,2.08,0,1,0,3.6635503697151366
0.0,30000.0,27171.5,1.0,49.0,0,3.0,8.0,8.0,65722.05,33000.0,2.19,0,1,1,1.1
0.0,27637.67,21329.96,1.0,45.0,0,3.0,20.0,6.0,86345.55,30000.0,3.12,0,1,0,1.085475005671607
0.0,30000.0,5951.9,4.0,42.0,0,3.0,12.0,8.0,115998.1,70325.0,3.87,0,1,1,2.3441666666666667
0.0,30000.0,2275.48,1.0,33.0,0,4.0,23.0,10.0,30574.2,70325.0,1.02,0,1,1,2.3441666666666667
0.0,40000.0,19632.32,1.0,38.0,0,1.0,4.0,10.0,153047.17,70325.0,2.2409820585457982,0,1,0,1.758125
0.0,50000.0,17073.64,2.0,42.0,0,2.0,10.0,11.0,61861.42,70325.0,1.24,0,1,0,1.4065
0.0,19087.82,13943.9,2.0,60.0,0,1.0,10.0,5.0,85894.29,50000.0,4.5,0,1,0,2.6194714744795373
0.0,30000.0,18781.44,1.0,33.0,0,3.0,15.0,15.0,84560.47,70325.0,2.82,0,1,1,2.3441666666666667
0.0,50608.05,22966.18,1.0,37.0,0,4.0,12.0,14.0,200824.17,86666.67,3.97,0,1,0,1.7125075951355564
0.0,20000.0,14501.93,1.0,33.0,0,2.0,6.0,8.0,32088.06,70325.0,1.6,0,1,0,3.51625
0.0,150000.0,126220.27,1.0,31.0,1,3.0,17.0,5.0,351987.21,560000.0,2.35,1,0,1,3.7333333333333334
0.0,47311.0,39839.76,3.0,31.0,1,0.0,31.0,5.0,128979.6,193600.0,2.73,0,1,0,4.092071611253197
0.0,71933.62,70670.65,8.0,55.0,0,2.0,55.0,12.0,390393.46,335383.33,5.43,0,1,1,4.662400279591101
0.0,30525.02,1193.24,6.0,42.0,0,1.0,12.0,12.0,121213.62,91150.0,3.97,0,1,0,2.98607502959867
0.0,50000.0,22040.32,3.0,39.0,0,1.0,4.0,10.0,153047.17,70325.0,2.2409820585457982,0,1,0,1.4065
0.0,50000.0,38064.72,1.0,51.0,0,4.0,50.0,21.0,95152.44,70325.0,1.9,0,1,1,1.4065
0.0,25000.0,1299.31,1.0,42.0,0,3.0,41.0,5.0,180540.61,50000.0,7.22,0,1,1,2.0
0.0,300000.0,172299.84,28.0,39.0,0,0.0,12.0,5.0,803569.94,250000.0,2.68,1,0,1,0.8333333333333334
0.0,63621.37,62954.32,2.0,26.0,1,1.0,4.0,2.0,153047.17,70325.0,2.2409820585457982,0,1,0,1.1053675832507222
0.0,97295.54,58388.6,7.0,41.0,0,4.0,34.0,10.0,288060.86,129950.0,2.96,1,0,1,1.3356213450277372
0.0,100000.0,30359.73,1.0,38.0,0,3.0,17.0,10.0,331085.34,210800.0,3.31,1,0,1,2.108
0.0,50000.0,15202.91,1.0,36.0,0,2.0,6.0,2.0,194048.64,18400.0,3.88,0,1,1,0.368
0.0,23062.64,15914.76,3.0,49.0,1,4.0,18.0,18.0,130469.62,97500.0,5.66,1,0,1,4.227616612842242
